,Headline,url,text_responses
353,Nashville mayor demands stricter gun control after Waffle House shooting,anonymous-source/all_shooting_images_newest/10122.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': ""it's good to see more strict gun control coming into place""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'change is happening but it took this to make change'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'stricter gun control laws are better'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""That's what a mayor is supposed to do after a shooting takes place?""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it feels like there is no space that is not susceptible to gun violence, considering shootings occur in all different places '}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'stricter gun control means less possibility of gun shooting.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""gun control isn't the answer""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'its a good idea'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'there is action being taken over stricter gun control.'}]"
354,Illinois superintendent becomes police officer so she can carry a gun in her school,anonymous-source/all_shooting_images_newest/100035.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': 'doing this is pointless and instead of possibly causing more harm, she should advocate for better security.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'she feels she has to do this to protect herself and her students'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'teachers having to carry guns in school shows how scary these times are'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""Although I shouldn't feel amused, it is funny""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""this shouldn't have to be a necessary course of action to prevent school shootings""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I afraid of that guns are allowed in school.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I don't know how that happens? If she's a police officer how would she be in the school still?""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'kind of weird to do'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it seems like she wants to abuse the power position she is in just so she can carry a gun.'}]"
357,Poll: most US teens are worried that a shooting could happen at their school,anonymous-source/all_shooting_images_newest/10820.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'children should not have to be scared just going to school or even leaving their house. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this shouldnt be true'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'As a teenager, it is so sad that kids this young have to be worried about that'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'No student should worry about being shot in the classroom'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'school is supposed be a safe space, and this fear is detrimental to learning'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel the same way.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""this is a fear I've had before too and you shouldn't have to be fearful of that when you are going to school to learn.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'It is sad that kids have to feel that way'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'as a student, you should have to worry about school shootings.'}]"
360,Trump's 'Angel Families' weaponize their grief to demonize immigrants,anonymous-source/all_shooting_images_newest/10009.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'that is so wrong, it is wrong to use such a vulnerable emotion to tear down a whole group of people'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'I tend to not have much emotion for this because I am extremely insensitive to politics and immigration issues.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'What does this mean\r\n'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it worries me that people will go to such lengths to spread hate to other people.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'a mix of gun violence and immigrant discrimination makes me sick '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'a mix of gun violence and immigrant discrimination makes me sick '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""I don't know enough about this.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'its messed up that they would use their grief to demonize all immigrants, especially given that the vast majority of immigrants just want to live a better life and face so many barriers.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I am against racism'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'anything involving donald trump is disgusting'}]"
364,U.S. online gaming community stunned by Jacksonville shooting,anonymous-source/all_shooting_images_newest/16.jpg,"[{'emotion': 'Anger', 'intensity': '1', 'reason': ""i'm not sure why they're confused or stunned when they see gun violence in video games all the time and that could correlate with behaviors like that in the real world. I also don't know much about the research behind it""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I'm not interested in this kind of news.""}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'Stupid headline, performative and dumb'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I don't know enough about the Jacksonville shooting to know why the gaming community would be affected.""}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'Sorry for the shooting. But I want to know how will gaming community react '}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'Sorry for the shooting. But I want to know how will gaming community react '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""we're not making progress here. Now many more people are going to go and buy a handgun.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""i'm saddened and angered by gun violence, though I do think exposure to violent video games desensitizes people to this violence.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It was an avoidable tragedy'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'i dont know why they are stunned, this is not new'}]"
372,"On Day Of Mass Shooting, Trump Jokes He Nearly Canceled Speech Due To 'Bad Hair Day'",anonymous-source/all_shooting_images_newest/100217.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': ""it's kind of funny, but i do see why people are upset. it is a bit insensitive""}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'This should be a serious day.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'This is stupid news'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'he is just so horrible.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'JOKES are not decent here, Mr. Trump. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'JOKES are not decent here, Mr. Trump. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I have no idea where he grew up, but there are always places with worse gun violence so no one should be trolling.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'that is so insensitive and gross of him'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Guns must be strictly controlled, and the government must not act.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'why is he joking about such a serious topic'}]"
373,11 more states join lawsuit on 3D printed guns,anonymous-source/all_shooting_images_newest/252.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm glad states are stepping up to the problem and standing together""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Good to know this news.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Ban 3D printers is next'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'guns should not be able to be 3D printed.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'good job '}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'good job '}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""being able to 3d print a gun means that people will be able to print out their own guns without having to go through the necessary procedures. That's terrifying.""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""i'm glad that states are cracking down on gun violence""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Guns must be strictly controlled, and it is a complex problem.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'this is just news, i need more information for a informed feeling'}]"
374,Jacksonville Witness: Gamer Gunman  Stared Blankly  After Loss,anonymous-source/all_shooting_images_newest/42.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'the gunman seems like a psychopath and im afraid of the mental issues people like this face since it can have real consequences in harming others'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Not interested.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'That was sarcasm. Just touch grass, COD isnt making kids shoot up schools.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""although I don't really know about this story, it scares me to hear this.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'touching picture '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'touching picture '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I don't think it will work because it is extremely hard to change the mind of someone who believes something is their given right.""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I place a lot of blame for the uptick in mass shootings on video games desensitizing youth, this confirms that fear'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This tragedy could have been prevented.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'the fact that that is how someone reacts is scary'}]"
376,"Maryland drugstore shooter was diagnosed with mental illness but legally owned gun, sheriff says",anonymous-source/all_shooting_images_newest/90330.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""I'm at disgusted at why there aren't more thorough background checks""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The victim is innocent.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'These things happen unfortunately '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'how was he legally allowed to own a gun?'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""I don't know Maryland law but I believe gun should be banned for ill-mental groups. ""}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""I don't know Maryland law but I believe gun should be banned for ill-mental groups. ""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""This is why there is a never-ending cycle. To get rid of this issue, we have to get rid of all guns. If the gun-free zone was given guns, the shooting would've still happened. If you take away all guns, the shooting could never happen.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'those with mental health issues can be more unstable sometimes so its upsetting that this person was able to legally own a gun and eventually commit a shooting'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This tragedy could have been prevented. Mentally unstable people should not be allowed to carry guns.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'why was he still able to get a gun despite his mental illness'}]"
380,"More than a year after 9-year-old girl fatally shot during gun safety lesson, her father's case continues",anonymous-source/all_shooting_images_newest/90348.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is a sad story that the gun control still need to be improved'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is a sad story that the gun control still need to be improved'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'She was so young '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it is saddening to hear about a life lost so young to an accident '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'That is horrible for a family'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the fact that a 9 year old was even exposed to a gun is awful'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""why would you ever teach gun safety to a 9-year-old. They're NINE there is no reason for them to ever be around a gun let alone use one""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'because she was shot from a gun safety lesson and makes me wonder if guns can actually protect us. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I think it is extremely irresponsible to expose young children to guns. '}]"
